"hgroup","genesymbol_source","genesymbol_target"
8001,"Siae","SIAE"
8003,"Zfp148","ZNF148"
8008,"Zfpm2","ZFPM2"
8009,"Zfr","ZFR"
8013,"Aloxe3","ALOXE3"
8014,"Bace1","BACE1"
8015,"Cdh20","CDH20"
8017,"Dmtf1","DMTF1"
8018,"Faim","FAIM"
8021,"Gmcl1","GMCL1"
8022,"Grem1","GREM1"
8023,"Grem2","GREM2"
8024,"Hcst","HCST"
8025,"Hs2st1","HS2ST1"
8026,"Lynx1","LYNX1"
8028,"Mid2","MID2"
8030,"Nr0b2","NR0B2"
8034,"Tenm4","TENM4"
8035,"Osr1","OSR1"
8038,"Dazap2","DAZAP2"
8040,"Rnasel","RNASEL"
8041,"Scn11a","SCN11A"
8042,"Spry4","SPRY4"
8043,"Tekt2","TEKT2"
8046,"Trex2","TREX2"
8047,"Usp18","USP18"
8048,"Vax2","VAX2"
8050,"Cd97","CD97"
8053,"Fto","FTO"
8056,"Map3k1","MAP3K1"
8057,"Nubp2","NUBP2"
8058,"Creb3l1","CREB3L1"
8059,"Orc4","ORC4"
8062,"Stk30","MOK"
8063,"Slc27a1","SLC27A1"
8064,"Ncdn","NCDN"
8066,"Casp8ap2","CASP8AP2"
8067,"Cops4","COPS4"
8068,"Cops7b","COPS7B"
8070,"Sh2d1b1","SH2D1B"
8072,"Gprin1","GPRIN1"
8073,"Zfp346","ZNF346"
8076,"Prdx5","PRDX5"
8077,"Racgap1","RACGAP1"
8078,"Arhgef28","ARHGEF28"
8079,"St6galnac5","ST6GALNAC5"
8080,"Ecsit","ECSIT"
8081,"Spag1","SPAG1"
8082,"Tinag","TINAG"
8083,"Pla2g2e","PLA2G2E"
8084,"Pla2g2f","PLA2G2F"
8085,"Brd7","BRD7"
8088,"Irf5","IRF5"
8091,"Nprl3","NPRL3"
8092,"Crb1","CRB1"
8093,"Hdhd1a","HDHD1"
8094,"Ell2","ELL2"
8095,"Frat2","FRAT2"
8096,"Adat1","ADAT1"
8097,"Icos","ICOS"
8100,"Trim29","TRIM29"
8101,"Rere","RERE"
8103,"Stap1","STAP1"
8104,"Tmem59l","TMEM59L"
8105,"Chic2","CHIC2"
8106,"Ahsa1","AHSA1"
8107,"Tpx2","TPX2"
8108,"Cblc","CBLC"
8109,"Cdk20","CDK20"
8110,"Cdc42ep4","CDC42EP4"
8111,"Chordc1","CHORDC1"
8112,"Ciz1","CIZ1"
8114,"Gtpbp10","GTPBP10"
8115,"Cldn14","CLDN14"
8116,"Cldn17","CLDN17"
8117,"Cldn8","CLDN8"
8118,"Lmod1","LMOD1"
8120,"Ddah1","DDAH1"
8121,"Ints6","INTS6"
8122,"Dnaic1","DNAI1"
8123,"Lpar3","LPAR3"
8125,"Eml2","EML2"
8126,"Epb4.1l1","EPB41L1"
8127,"Fbxl3","FBXL3"
8128,"Fbxl4","FBXL4"
8129,"Fbxl5","FBXL5"
8130,"Fbxl6","FBXL6"
8131,"Fbxw2","FBXW2"
8132,"Fbxo2","FBXO2"
8133,"Fbxo3","FBXO3"
8134,"Fbxo4","FBXO4"
8135,"Fbxo5","FBXO5"
8136,"Fbxo7","FBXO7"
8137,"Fbxo8","FBXO8"
8138,"Foxb1","FOXB1"
8140,"Foxi1","FOXI1"
8142,"Timm10b","TIMM10B"
8143,"Rabgap1l","RABGAP1L"
8147,"Gtf3c4","GTF3C4"
8148,"Haao","HAAO"
8151,"Itga11","ITGA11"
8153,"Mgat4a","MGAT4A"
8154,"Mgea5","MGEA5"
8156,"Mutyh","MUTYH"
8157,"Gtpbp6","GTPBP6"
8158,"Nt5c2","NT5C2"
8159,"Rybp","RYBP"
8159,"Gm6910","RYBP"
8160,"Scap","SCAP"
8164,"Sirt4","SIRT4"
8166,"Slc7a8","SLC7A8"
8169,"Tktl1","TKTL1"
8170,"Zfp212","ZNF212"
8171,"Hbp1","HBP1"
8173,"Lamp5","LAMP5"
8174,"Ttll1","TTLL1"
8175,"Rhbdd3","RHBDD3"
8176,"Dnajb5","DNAJB5"
8177,"Kcne1l","KCNE1L"
8178,"Kcng2","KCNG2"
8180,"Kcnh4","KCNH4"
8182,"Acap2","ACAP2"
8183,"Tram2","TRAM2"
8184,"Keap1","KEAP1"
8189,"Magi2","MAGI2"
8192,"Faim2","FAIM2"
8196,"Kin","KIN"
8199,"Slc39a6","SLC39A6"
8200,"Pla2g15","PLA2G15"
8201,"Mapk8ip2","MAPK8IP2"
8204,"Mmd","MMD"
8206,"Acot10","ACOT9"
8206,"Acot9","ACOT9"
8212,"Tspan12","TSPAN12"
8213,"Tspan33","TSPAN33"
8215,"Bambi","BAMBI"
8216,"Nufip1","NUFIP1"
8217,"Fbxo9","FBXO9"
8218,"Olfr418-ps1","OR10J1"
8219,"Olfr403","OR1A1"
8219,"Olfr43","OR1A1"
8225,"Orc3","ORC3"
8226,"Ttc33","TTC33"
8227,"Ostf1","OSTF1"
8228,"Gmeb2","GMEB2"
8229,"Nupr1","NUPR1"
8231,"Spdef","SPDEF"
8233,"Phlda3","PHLDA3"
8234,"Arfip2","ARFIP2"
8235,"Prdm4","PRDM4"
8236,"Prn","PRND"
8236,"Prnd","PRND"
8237,"Sez6l2","SEZ6L2"
8238,"Qpct","QPCT"
8240,"Rad54b","RAD54B"
8242,"Rgs17","RGS17"
8243,"Rlf","RLF"
8244,"Rps6kc1","RPS6KC1"
8245,"Sec14l2","SEC14L2"
8246,"Sec22a","SEC22A"
8247,"Sema3e","SEMA3E"
8250,"Spag8","SPAG8"
8251,"Snapin","SNAPIN"
8252,"Spag6","SPAG6"
8256,"Steap1","STEAP1"
8258,"Syngr4","SYNGR4"
8260,"Tbl2","TBL2"
8261,"Psd4","PSD4"
8262,"Timm8b","TIMM8B"
8264,"Tinf2","TINF2"
8267,"Wbp1","WBP1"
8269,"Ikzf3","IKZF3"
8270,"Zfp281","ZNF281"
8271,"Hmmr","HMMR"
8276,"Sp1","SP1"
8279,"Akap11","AKAP11"
8280,"Adarb1","ADARB1"
8284,"Nxph1","NXPH1"
8285,"St8sia3","ST8SIA3"
8288,"Cntf","CNTF"
8289,"Ankrd1","ANKRD1"
8290,"Eif2ak1","EIF2AK1"
8291,"Flrt2","FLRT2"
8292,"Eif3k","EIF3K"
8293,"Drosha","DROSHA"
8297,"Mgat4c","MGAT4C"
8299,"Clcf1","CLCF1"
8301,"Nxt1","NXT1"
8302,"Clec5a","CLEC5A"
8303,"Dkk3","DKK3"
8305,"Mkln1","MKLN1"
8306,"Zfp180","ZNF180"
8307,"Pycard","PYCARD"
8308,"Sap30bp","SAP30BP"
8309,"Mylip","MYLIP"
8310,"Ddx25","DDX25"
8314,"Prss50","PRSS50"
8315,"Pcsk1n","PCSK1N"
8319,"Shpk","SHPK"
8320,"Il17c","IL17C"
8322,"Flrt3","FLRT3"
8323,"Mat2b","MAT2B"
8325,"Rbm15b","RBM15B"
8328,"Fam216a","FAM216A"
8331,"St8sia5","ST8SIA5"
8332,"Hook2","HOOK2"
8336,"Ubiad1","UBIAD1"
8337,"Hcfc2","HCFC2"
8338,"Snx8","SNX8"
8341,"3110002H16Rik","C18orf8"
8342,"Parvb","PARVB"
8343,"Pycr2","PYCR2"
8344,"Nme7","NME7"
8345,"Hilpda","HILPDA"
8346,"Gmppa","GMPPA"
8348,"Pcdhb1","PCDHB1"
8349,"Tfpt","TFPT"
8350,"Gpr132","GPR132"
8351,"Snx12","SNX12"
8352,"Nenf","NENF"
8353,"Tbx21","TBX21"
8354,"Dse","DSE"
8355,"Tmod4","TMOD4"
8357,"Pcolce2","PCOLCE2"
8358,"Pnma3","PNMA3"
8359,"Anapc2","ANAPC2"
8361,"Sertad3","SERTAD3"
8362,"Dnmt3l","DNMT3L"
8363,"Zdhhc8","ZDHHC8"
8365,"Sertad1","SERTAD1"
8372,"Dmgdh","DMGDH"
8373,"Nrbp1","NRBP1"
8374,"Usp25","USP25"
8378,"Strn4","STRN4"
8381,"Tnpo2","TNPO2"
8382,"Kcnip3","KCNIP3"
8383,"Rax","RAX"
8384,"Nckap1","NCKAP1"
8385,"Lrp12","LRP12"
8387,"Pilra","PILRA"
8388,"Rcan3","RCAN3"
8389,"Stoml2","STOML2"
8390,"St6galnac6","ST6GALNAC6"
8392,"Mkrn2","MKRN2"
8393,"Baz2a","BAZ2A"
8394,"Baz2b","BAZ2B"
8396,"Bcl2l10","BCL2L10"
8397,"Dsc2","DSC2"
8398,"Epb4.1l4a","EPB41L4A"
8400,"Gpr162","GPR162"
8401,"Leprel2","LEPREL2"
8402,"Grcc10","C12orf57"
8403,"Cdca3","CDCA3"
8404,"Spsb2","SPSB2"
8407,"Hebp1","HEBP1"
8408,"Hoxc4","HOXC4"
8409,"Hoxd9","HOXD9"
8410,"Ksr1","KSR1"
8411,"Cog1","COG1"
8414,"Mbd1","MBD1"
8415,"Msh5","MSH5"
8417,"Nodal","NODAL"
8421,"Otog","OTOG"
8422,"Pou5f1","POU5F1"
8423,"Ptpn5","PTPN5"
8425,"Sema4a","SEMA4A"
8426,"Sema4b","SEMA4B"
8427,"Sema5b","SEMA5B"
8428,"Sema6b","SEMA6B"
8429,"Snap91","SNAP91"
8430,"Surf2","SURF2"
8433,"Tcp11","TCP11"
8434,"Tcte1","TCTE1"
8435,"Ubp1","UBP1"
8438,"Fgd2","FGD2"
8439,"Krtap15","KRTAP15-1"
8440,"B9d1","B9D1"
8442,"Nrk","NRK"
8443,"Azi2","AZI2"
8445,"Mixl1","MIXL1"
8446,"Sgk2","SGK2"
8447,"Plek2","PLEK2"
8448,"Dok3","DOK3"
8449,"Plekhb1","PLEKHB1"
8450,"Clnk","CLNK"
8451,"Tnfrsf12a","TNFRSF12A"
8452,"Hrasls","HRASLS"
8453,"Pald1","PALD1"
8454,"Sytl4","SYTL4"
8455,"Msrb1","MSRB1"
8456,"Dguok","DGUOK"
8458,"Tjp3","TJP3"
8460,"Magel2","MAGEL2"
8461,"Npas3","NPAS3"
8462,"Ptdss2","PTDSS2"
8466,"Nagpa","NAGPA"
8468,"Dbnl","DBNL"
8469,"Galnt1","GALNT1"
8471,"Plcb4","PLCB4"
8475,"Gcat","GCAT"
8477,"Znhit2","ZNHIT2"
8478,"Limd1","LIMD1"
8479,"Zfp385a","ZNF385A"
8480,"Hspb7","HSPB7"
8481,"Tnfrsf19","TNFRSF19"
8482,"Smtn","SMTN"
8486,"Cabp5","CABP5"
8487,"Cabp2","CABP2"
8489,"Gtse1","GTSE1"
8490,"Clic4","CLIC4"
8492,"Dnajc12","DNAJC12"
8493,"Zfp292","ZNF292"
8494,"Heyl","HEYL"
8496,"Fbxw5","FBXW5"
8498,"Apln","APLN"
8499,"Angptl3","ANGPTL3"
8500,"Snai3","SNAI3"
8501,"Rnf19a","RNF19A"
8510,"Ddah2","DDAH2"
8512,"Dhx38","DHX38"
8514,"Zbtb43","ZBTB43"
8515,"Ccdc22","CCDC22"
8516,"Foxp3","FOXP3"
8517,"Dexi","DEXI"
8518,"Lamtor2","LAMTOR2"
8519,"Mrps28","MRPS28"
8521,"Tmem176b","TMEM176B"
8522,"Ssx2ip","SSX2IP"
8528,"Asf1a","ASF1A"
8529,"Snx24","SNX24"
8530,"Bzw2","BZW2"
8531,"4931406C07Rik","C11orf54"
8534,"Chmp2b","CHMP2B"
8535,"Lrp10","LRP10"
8537,"D8Ertd738e","C19orf53"
8539,"Acad9","ACAD9"
8540,"Tmem14c","TMEM14C"
8542,"Ogn","OGN"
8543,"Tmprss11e","TMPRSS11E"
8544,"Rgcc","RGCC"
8545,"Mageh1","MAGEH1"
8548,"Commd5","COMMD5"
8549,"Macrod1","MACROD1"
8553,"Klf15","KLF15"
8555,"Ppp1r8","PPP1R8"
8556,"Trps1","TRPS1"
8558,"Smarcal1","SMARCAL1"
8560,"Cd274","CD274"
8561,"Tmem230","TMEM230"
8562,"Wdr91","WDR91"
8563,"Zc3h7a","ZC3H7A"
8566,"Mrpl18","MRPL18"
8568,"Med4","MED4"
8570,"Mettl5","METTL5"
8572,"Cript","CRIPT"
8573,"Phpt1","PHPT1"
8574,"Babam1","BABAM1"
8575,"Thyn1","THYN1"
8579,"Stxbp6","STXBP6"
8581,"Lgalsl","LGALSL"
8584,"Commd9","COMMD9"
8588,"Itpk1","ITPK1"
8592,"Slc6a7","SLC6A7"
8594,"Slc10a3-ubl4","UBL4A"
8594,"Ubl4","UBL4A"
8596,"Adamts3","ADAMTS3"
8597,"Adamts2","ADAMTS2"
8600,"Tmem5","TMEM5"
8604,"Sycp2","SYCP2"
8605,"Ticam1","TICAM1"
8606,"1110004F10Rik","C11orf58"
8607,"Adam29","ADAM29"
8609,"Il1rapl1","IL1RAPL1"
8610,"Adamts15","ADAMTS15"
8611,"Mgat4b","MGAT4B"
8612,"Olfm1","OLFM1"
8614,"Puf60","PUF60"
8615,"Habp4","HABP4"
8617,"Itgb3bp","ITGB3BP"
8618,"Tdrd7","TDRD7"
8619,"Cbx6","CBX6"
8620,"Nptxr","NPTXR"
8621,"Tram1","TRAM1"
8622,"Ethe1","ETHE1"
8623,"Qprt","QPRT"
8624,"Sec11c","SEC11C"
8627,"Pik3r5","PIK3R5"
8628,"Rasd2","RASD2"
8629,"Smug1","SMUG1"
8630,"Vsig2","VSIG2"
8631,"Klhdc2","KLHDC2"
8632,"Carhsp1","CARHSP1"
8633,"Lemd3","LEMD3"
8634,"Hebp2","HEBP2"
8635,"Orc6","ORC6"
8636,"Patz1","PATZ1"
8639,"Ppp1r15a","PPP1R15A"
8640,"Smpx","SMPX"
8641,"Cadm1","CADM1"
8643,"Ppil2","PPIL2"
8645,"Mtch2","MTCH2"
8646,"Cldn15","CLDN15"
8648,"Zfp324","ZNF324"
8649,"Tnfaip8","TNFAIP8"
8652,"Optc","OPTC"
8654,"Hspb8","HSPB8"
8656,"Fam162a","FAM162A"
8658,"Akap8l","AKAP8L"
8659,"Gpr160","GPR160"
8660,"Fetub","FETUB"
8661,"Zbtb32","ZBTB32"
8662,"Acad8","ACAD8"
8664,"Pelp1","PELP1"
8665,"Snd1","SND1"
8666,"Stau2","STAU2"
8667,"Ghitm","GHITM"
8670,"Lamp3","LAMP3"
8671,"Tspan13","TSPAN13"
8672,"Lypd3","LYPD3"
8674,"Cacng4","CACNG4"
8676,"Taf5l","TAF5L"
8678,"Zbtb11","ZBTB11"
8679,"Bbc3","BBC3"
8680,"Dkk4","DKK4"
8681,"Dkk2","DKK2"
8682,"Inpp5j","INPP5J"
8683,"Aff4","AFF4"
8685,"Il20ra","IL20RA"
8686,"Naaa","NAAA"
8688,"Il1f6","IL36A"
8689,"Il17b","IL17B"
8690,"Tubgcp4","TUBGCP4"
8691,"Serp1","SERP1"
8692,"Arfip1","ARFIP1"
8694,"Sit1","SIT1"
8696,"Tnfrsf21","TNFRSF21"
8697,"Sesn1","SESN1"
8699,"Klhl20","KLHL20"
8700,"Pcdh17","PCDH17"
8701,"Csdc2","CSDC2"
8702,"Cntn6","CNTN6"
8704,"Srpx2","SRPX2"
8706,"Rnd1","RND1"
8707,"R3hcc1l","R3HCC1L"
8708,"Smpdl3b","SMPDL3B"
8709,"Dhdh","DHDH"
8711,"Adamdec1","ADAMDEC1"
8714,"Zfp330","ZNF330"
8716,"Golim4","GOLIM4"
8717,"P2ry10","P2RY10"
8720,"Rabgef1","RABGEF1"
8721,"Kcnmb4","KCNMB4"
8726,"Sh3bp4","SH3BP4"
8727,"Tmod3","TMOD3"
8728,"Card10","CARD10"
8730,"Tfcp2l1","TFCP2L1"
8731,"Senp1","SENP1"
8733,"Galnt5","GALNT5"
8734,"Zkscan5","ZKSCAN5"
8735,"Arfgap2","ARFGAP2"
8740,"Ero1lb","ERO1LB"
8742,"Hunk","HUNK"
8743,"Vsx1","VSX1"
8745,"Nt5c","NT5C"
8749,"Tax1bp3","TAX1BP3"
8752,"Fam120a","FAM120A"
8753,"Faf2","FAF2"
8754,"Brinp1","BRINP1"
8759,"Zfp592","ZNF592"
8760,"Mical2","MICAL2"
8763,"Mtfr1","MTFR1"
8764,"Ttll4","TTLL4"
8766,"Iqcb1","IQCB1"
8769,"Lpin2","LPIN2"
8771,"Dzip3","DZIP3"
8775,"Phf14","PHF14"
8776,"Fam53b","FAM53B"
8780,"Greb1","GREB1"
8783,"Ube3c","UBE3C"
8785,"Emc2","EMC2"
8790,"Cep57","CEP57"
8792,"St18","ST18"
8795,"4931406P16Rik","KIAA0355"
8797,"Fam131b","FAM131B"
8798,"Adamtsl2","ADAMTSL2"
8802,"Zfp646","ZNF646"
8803,"Rab11fip4","RAB11FIP4"
8804,"9330159F19Rik","KIAA0408"
8805,"Vprbp","VPRBP"
8809,"Gprasp1","GPRASP1"
8810,"Ccp110","CCP110"
8812,"Arhgap32","ARHGAP32"
8813,"Zfp536","ZNF536"
8814,"Clstn1","CLSTN1"
8815,"Fam115a","FAM115A"
8816,"Phactr2","PHACTR2"
8817,"Snph","SNPH"
8820,"Tbkbp1","TBKBP1"
8822,"Tox","TOX"
8823,"Mlec","MLEC"
8824,"Lzts3","LZTS3"
8825,"6430548M08Rik","KIAA0513"
8826,"Zfyve16","ZFYVE16"
8829,"2810417H13Rik","KIAA0101"
8831,"2310067B10Rik","KIAA0195"
8832,"Bclaf1","BCLAF1"
8834,"Tbc1d5","TBC1D5"
8837,"Rims3","RIMS3"
8838,"Snx17","SNX17"
8839,"2700049A03Rik","KIAA0586"
8840,"Dlgap5","DLGAP5"
8841,"Mtss1","MTSS1"
8842,"Spcs2","SPCS2"
8843,"Sertad2","SERTAD2"
8844,"Ckap5","CKAP5"
8845,"Maml1","MAML1"
8846,"Snx19","SNX19"
8847,"Phyhip","PHYHIP"
8848,"Tatdn2","TATDN2"
8849,"Ist1","IST1"
8850,"Dhcr24","DHCR24"
8851,"Mrpl19","MRPL19"
8853,"Scrn1","SCRN1"
8854,"Spock2","SPOCK2"
8856,"Rnf40","RNF40"
8858,"Efcab14","EFCAB14"
8859,"Urb2","URB2"
8860,"Tsc22d2","TSC22D2"
8862,"Arhgap11a","ARHGAP11A"
8863,"Rgp1","RGP1"
8865,"Dnajc6","DNAJC6"
8866,"Jakmip2","JAKMIP2"
8868,"Zeb2","ZEB2"
8870,"Zbtb24","ZBTB24"
8871,"Plekhm1","PLEKHM1"
8873,"C2cd5","C2CD5"
8874,"4933427D14Rik","KIAA0753"
8875,"Epm2aip1","EPM2AIP1"
8876,"C2cd2l","C2CD2L"
8877,"Farp2","FARP2"
8878,"D130043K22Rik","KIAA0319"
8879,"Cep350","CEP350"
8882,"Lrig2","LRIG2"
8885,"Arel1","AREL1"
8887,"Fchsd2","FCHSD2"
8888,"Zc3h11a","ZC3H11A"
8889,"Tox4","TOX4"
8890,"Zbtb39","ZBTB39"
8892,"Rhobtb1","RHOBTB1"
8895,"D3Bwg0562e","LPPR4"
8896,"Nuak1","NUAK1"
8897,"Tecpr2","TECPR2"
8898,"E430025E21Rik","KIAA0196"
8902,"Klhl21","KLHL21"
8905,"Tmcc2","TMCC2"
8907,"Supt7l","SUPT7L"
8908,"Chst15","CHST15"
8909,"Fam20b","FAM20B"
8912,"Zbtb40","ZBTB40"
8913,"Zbtb5","ZBTB5"
8914,"Lpgat1","LPGAT1"
8915,"Mfn2","MFN2"
8916,"Kif14","KIF14"
8918,"Helz","HELZ"
8919,"Cd302","CD302"
8920,"Dclre1a","DCLRE1A"
8923,"Sugp2","SUGP2"
8926,"Fam3c","FAM3C"
8927,"Pdap1","PDAP1"
8928,"Scaf8","SCAF8"
8930,"4922501C03Rik","CEP162"
8932,"Rhobtb3","RHOBTB3"
8933,"Cobll1","COBLL1"
8934,"Rnf44","RNF44"
8935,"Dlgap4","DLGAP4"
8937,"Rab11fip2","RAB11FIP2"
8939,"Frmpd1","FRMPD1"
8940,"Dolk","DOLK"
8941,"Vash1","VASH1"
8942,"Zfp507","ZNF507"
8945,"Adnp2","ADNP2"
8948,"Lmtk2","LMTK2"
8949,"Ntng1","NTNG1"
8950,"Chsy1","CHSY1"
8951,"Lphn1","LPHN1"
8952,"Fndc3a","FNDC3A"
8954,"R3hdm2","R3HDM2"
8955,"Slitrk3","SLITRK3"
8956,"Cnksr2","CNKSR2"
8957,"Fastkd2","FASTKD2"
8962,"Inpp5f","INPP5F"
8966,"Morc2a","MORC2"
8967,"Ankrd6","ANKRD6"
8968,"Zhx2","ZHX2"
8970,"Spast","SPAST"
8972,"Ubox5","UBOX5"
8974,"Zbtb1","ZBTB1"
8975,"Zfp365","ZNF365"
8976,"Bahd1","BAHD1"
8978,"Arsg","ARSG"
8980,"Btbd3","BTBD3"
8981,"Sbno2","SBNO2"
8984,"Wdr47","WDR47"
8986,"Sorcs3","SORCS3"
8987,"Pcnxl2","PCNXL2"
8991,"Rab21","RAB21"
8994,"Exosc7","EXOSC7"
8995,"Tmcc1","TMCC1"
8996,"Usp33","USP33"
8997,"Wdtc1","WDTC1"
9000,"Zhx3","ZHX3"
9002,"Emc1","EMC1"
9003,"Cmtr1","CMTR1"
9004,"Hecw1","HECW1"
9005,"Mycbp2","MYCBP2"
9006,"Pprc1","PPRC1"
9007,"Exph5","EXPH5"
9010,"Zfp423","ZNF423"
9013,"Ttll5","TTLL5"
9015,"Sarm1","SARM1"
9019,"Tab2","TAB2"
9020,"Hic2","HIC2"
9021,"Camta2","CAMTA2"
9022,"Pogz","POGZ"
9024,"Nphp4","NPHP4"
9027,"Zzef1","ZZEF1"
9028,"Dcun1d5","DCUN1D5"
9029,"Zc3h3","ZC3H3"
9030,"Fcho2","FCHO2"
9032,"Clcc1","CLCC1"
9034,"Mprip","MPRIP"
9035,"Stab1","STAB1"
9036,"Ttll12","TTLL12"
9037,"Zcchc14","ZCCHC14"
9038,"Pask","PASK"
9039,"Rgl1","RGL1"
9040,"Phf3","PHF3"
9044,"Acsbg1","ACSBG1"
9045,"Trim9","TRIM9"
9046,"Jmjd6","JMJD6"
9050,"Fbxo28","FBXO28"
9052,"Plcl2","PLCL2"
9053,"Arhgef9","ARHGEF9"
9054,"Sel1l3","SEL1L3"
9055,"Dnajc9","DNAJC9"
9056,"Arc","ARC"
9057,"D930015E06Rik","KIAA0922"
9058,"Cobl","COBL"
9059,"Ankrd12","ANKRD12"
9061,"Dnmbp","DNMBP"
9062,"D14Abb1e","FAM208A"
9063,"Cluh","CLUH"
9064,"Arap2","ARAP2"
9065,"Gpr116","GPR116"
9067,"Agtpbp1","AGTPBP1"
9068,"Anks1","ANKS1A"
9069,"Cyld","CYLD"
9070,"Bicd2","BICD2"
9073,"Kif13b","KIF13B"
9076,"Trim71","TRIM71"
9081,"Synm","SYNM"
9082,"Jade2","JADE2"
9084,"Trim37","TRIM37"
9087,"Fnbp4","FNBP4"
9088,"Arhgef12","ARHGEF12"
9089,"Larp1","LARP1"
9090,"Ppp1r13b","PPP1R13B"
9093,"Ufl1","UFL1"
9095,"Smg5","SMG5"
9097,"Nudcd3","NUDCD3"
9098,"Asxl1","ASXL1"
9099,"Ppwd1","PPWD1"
9100,"Ctdnep1","CTDNEP1"
9102,"Zfyve26","ZFYVE26"
9103,"Lrrc8b","LRRC8B"
9104,"Pofut1","POFUT1"
9108,"R3hdm1","R3HDM1"
9109,"Ly96","LY96"
9111,"Bcl2l13","BCL2L13"
9112,"Hephl1","HEPHL1"
9113,"Sun2","SUN2"
9114,"Bri3","BRI3"
9115,"Hectd1","HECTD1"
9116,"Mob4","MOB4"
9117,"Yipf3","YIPF3"
9120,"Tecpr1","TECPR1"
9121,"Armc8","ARMC8"
9123,"Brms1l","BRMS1L"
9124,"Hdac7","HDAC7"
9125,"Abhd14b","ABHD14B"
9127,"BC027231","C3orf17"
9128,"Letmd1","LETMD1"
9129,"Tmem186","TMEM186"
9130,"Aasdhppt","AASDHPPT"
9134,"Pamr1","PAMR1"
9135,"Trim58","TRIM58"
9136,"Ints7","INTS7"
9140,"Kansl1","KANSL1"
9141,"Tmem158","TMEM158"
9142,"Ahctf1","AHCTF1"
9143,"Dpcd","DPCD"
9147,"Zdhhc5","ZDHHC5"
9148,"Mtmr9","MTMR9"
9149,"Atl3","ATL3"
9150,"Myrip","MYRIP"
9151,"Zfp521","ZNF521"
9153,"Cnrip1","CNRIP1"
9154,"Sostdc1","SOSTDC1"
9155,"Gemin5","GEMIN5"
9158,"Rab11fip5","RAB11FIP5"
9159,"Wwtr1","WWTR1"
9160,"Samhd1","SAMHD1"
9161,"Tpgs2","TPGS2"
9162,"Pvrl3","PVRL3"
9163,"Kank2","KANK2"
9165,"Tmem87a","TMEM87A"
9166,"Egfl6","EGFL6"
9167,"Tiparp","TIPARP"
9168,"Necap2","NECAP2"
9170,"Aar2","AAR2"
9172,"Krt23","KRT23"
9174,"Hinfp","HINFP"
9176,"Clip3","CLIP3"
9177,"Tbc1d10b","TBC1D10B"
9180,"Gorasp2","GORASP2"
9181,"Polr2m","POLR2M"
9182,"Zzz3","ZZZ3"
9185,"Tmem98","TMEM98"
9188,"Zfp451","ZNF451"
9189,"Sipa1l1","SIPA1L1"
9191,"Ss18l1","SS18L1"
9192,"Setbp1","SETBP1"
9193,"Slitrk5","SLITRK5"
9194,"Ppp1r16b","PPP1R16B"
9196,"Senp6","SENP6"
9199,"Rai14","RAI14"
9201,"Poldip2","POLDIP2"
9203,"Gpatch4","GPATCH4"
9204,"Arhgef26","ARHGEF26"
9205,"Pgm3","PGM3"
9208,"Tor1aip1","TOR1AIP1"
9209,"Ccdc9","CCDC9"
9210,"Dcaf4","DCAF4"
9213,"Szrd1","SZRD1"
9215,"Lrit1","LRIT1"
9218,"Wsb1","WSB1"
9219,"Ldlrap1","LDLRAP1"
9221,"Tctn3","TCTN3"
9222,"Fgfr1op2","FGFR1OP2"
9223,"2510003E04Rik","KIAA1279"
9224,"Trpc4ap","TRPC4AP"
9226,"Zbtb20","ZBTB20"
9227,"C1qtnf5","C1QTNF5"
9230,"Ribc2","RIBC2"
9231,"Nat9","NAT9"
9232,"Aaas","AAAS"
9233,"Mtg2","MTG2"
9236,"Senp3","SENP3"
9238,"Cnppd1","CNPPD1"
9240,"Sdcbp2","SDCBP2"
9247,"Erlec1","ERLEC1"
9248,"Mmadhc","MMADHC"
9249,"Sgsm3","SGSM3"
9250,"Gltscr1","GLTSCR1"
9251,"Pla2g3","PLA2G3"
9252,"Cd207","CD207"
9253,"Col5a3","COL5A3"
9254,"Podxl2","PODXL2"
9256,"Caly","CALY"
9261,"Rbp3","RBP3"
9262,"Sufu","SUFU"
9263,"Shroom3","SHROOM3"
9266,"Lpin1","LPIN1"
9268,"Prok2","PROK2"
9269,"Sall2","SALL2"
9272,"Fbxo18","FBXO18"
9273,"Fbxo16","FBXO16"
9274,"Fbxo6","FBXO6"
9277,"Hs6st2","HS6ST2"
9279,"Fbxl8","FBXL8"
9280,"Dmrt1","DMRT1"
9281,"Adar","ADAR"
9283,"Ubxn1","UBXN1"
9284,"Fam65b","FAM65B"
9285,"Slc14a1","SLC14A1"
9287,"Mbtps2","MBTPS2"
9289,"Hook1","HOOK1"
9291,"Prlh","PRLH"
9292,"Gmnn","GMNN"
9293,"Zmynd10","ZMYND10"
9294,"Pla1a","PLA1A"
9295,"Ubr5","UBR5"
9296,"Trim33","TRIM33"
9298,"Srrt","SRRT"
9299,"Wdpcp","WDPCP"
9300,"Zfp691","ZNF691"
9301,"Txndc11","TXNDC11"
9302,"Atl1","ATL1"
9303,"Calhm2","CALHM2"
9305,"Cuta","CUTA"
9306,"Lsr","LSR"
9310,"Mterfd1","MTERFD1"
9311,"Amdhd2","AMDHD2"
9313,"Slc35b3","SLC35B3"
9315,"Nosip","NOSIP"
9317,"Tmx2","TMX2"
9318,"Cutc","CUTC"
9320,"Mrps17","MRPS17"
9321,"Mrps7","MRPS7"
9322,"Cryl1","CRYL1"
